ACCE_ABSORB_COST	Custos da combinação: %d
PET_ATTR_DETERMINE_TYPE1	Tipo 1: desajeitado. Não é particularmente forte.\nPodes melhorar as suas habilidades ao longo do tempo.
PET_ATTR_DETERMINE_TYPE2	Tipo 2: inquisitivo. Não é particularmente forte.\nUm companheiro leal cujas habilidades melhorarão ao longo do tempo.
PET_ATTR_DETERMINE_TYPE3	Tipo 3: vivaz. Força média\nPodes melhorar as suas habilidades ao longo do tempo.
PET_ATTR_DETERMINE_TYPE4	Tipo 4: corajoso. Força média\nUm companheiro leal cujas habilidades melhorarão ao longo do tempo.
PET_ATTR_DETERMINE_TYPE5	Tipo 5: audaz. Forte\nPodes melhorar as suas habilidades ainda mais ao longo do tempo.
PET_ATTR_DETERMINE_TYPE6	Tipo 6: lendário. Forte\nUm companheiro leal cujas habilidades melhorarão ainda mais ao longo do tempo.
PET_ATTR_DETERMINE_TYPE7	Tipo 7: mítico. Muito forte.\nAtingirá todo o seu potencial ao longo do tempo.
PET_ATTR_DETERMINE_TYPE8	Tipo 8: prismático. Extremamente forte.\nUm companheiro leal com o qual poderás sempre contar.
PET_BAG_DESC	%s
PET_CANNOT_EAT_BATTLE_EXP_FOOD	Tens de invocar o teu pet primeiro.
PET_CANNOT_EVOL_FROM_OWNER_LEVEL_1	A tua personagem precisa de ter alcançado o nível 1 de campeão para esta fase de evolução.
PET_CANNOT_EVOL_FROM_OWNER_LEVEL_2	A tua personagem precisa de ter alcançado o nível 15 de campeão para esta fase de evolução.
PET_CANNOT_FEED_BATTLE_EXP_FOOD	%s não pode ganhar mais EXP.
PET_CANNOT_FEED_CUBEOPEN	Não podes alimentar o teu pet enquanto a janela de refinamento está aberta.
PET_CANNOT_OPEN_POTENTIAL_SKILL_WINDOW	Isto só está disponível para pets que alcançaram o nível de campeão.
PET_CANNOT_REGISTER_POTENTIAL_SLOT_FROM_ITEM	Só podes escolher ovos de pet neste espaço.
PET_CAN_NOT_ATTRCHANGE_BECUASE_LIFE_TIME_END	Não podes modificar os atributos de um pet morto.
PET_CAN_NOT_EGG_ITEM_USE	Não podes abrir a tua Incubadora enquanto estás a negociar ou enquanto tens o teu armazém ou uma loja privada abertos.
PET_CAN_NOT_FEED_SPLIT_ITEM	Não podes colocar quaisquer itens divididos neste janela.
PET_CAN_NOT_FEED_TYPE	Não podes alimentar o teu pet dessa forma. Por favor tenta outra coisa.
PET_CAN_NOT_OPEN_EVOL_BUTTON	O teu pet precisa de estar a nível %d para ser treinado e promovido para a próxima fase da sua evolução.
PET_CAN_NOT_OPEN_EVOL_BUTTON_EXP_LACK	O teu pet precisa ter 100% de experiência para ser treinado e promovido para a próxima fase da sua evolução.
PET_CAN_NOT_OPEN_EVOL_BUTTON_FROM_CONQUEROR_LEVEL	O teu pet precisa de ter alcançado o nível %d de campeão para o poderes evoluir.
PET_CAN_NOT_OPEN_EVOL_BUTTON_LEVEL_MAX	O teu pet já atingiu a última fase de evolução.
PET_CAN_NOT_OPEN_SHOP_BECAUSE_SUMMON	Não podes abrir uma Loja Privada quando tens o teu pet invocado.
PET_CAN_NOT_OPEN_SPECIAL_EVOL_BUTTON	O teu pet precisa de ter %d dias de idade para ser treinado e promovido para a próxima fase da sua evolução.
PET_CAN_NOT_SUMMON_BECAUSE_LIFE_TIME_END	Não podes chamar o teu pet porque a sua duração expirou.
PET_CAN_NOT_USE_BAG	Não podes usar a Caixa de Transporte porque o teu pet expirou.
PET_CAN_ONLY_REGISTER_PET_EGG_IN_SLOT	Só podes escolher ovos de pet neste espaço.
PET_CAN_REGISTER_PET_EGG	Se tiveres um espaço livre, podes selecionar um dos teus ovos de pet.
PET_CAN_SPECIAL_EVOL	Precisas de Livros do Pet Heroico para esta fase de evolução.
PET_CONQUEROR_BILITIES_BLOCK_PENETRATE_PCT	Pen. Bloqueio (% do valor total)
PET_CONQUEROR_BILITIES_HIT_PCT	Precisão (%)
PET_CONQUEROR_BILITIES_SUNGMA_MOVE	Vontade de Sung Ma (RES) (%)
PET_EGG_REMOVE_ANSWER_1	Confirmar
PET_EGG_REMOVE_ANSWER_2	Cancelar
PET_EGG_REMOVE_IN_POTENTIAL_SLOT_QUESTION_1	Queres remover o %s escolhido?
PET_EGG_REMOVE_IN_POTENTIAL_SLOT_QUESTION_2	Se removeres o ovo, não o poderás recuperar.
PET_EMPTY_SKILL_SLOT_USE_ITEM	O pet não tem quaisquer habilidades para serem reinicializadas.
PET_GRANT_POTENTIAL_SKILL_SUCCESS	O teu pet desbloqueou uma potencial habilidade (%s).
PET_HATCHING_ACCEPT	Queres chamar "%s" ao teu pet?
PET_HATCHING_MONEY	Preço: %s
PET_HATCHING_WINDOW_OPEN_CAN_NOT_USE	Não podes levar a cabo quaisquer outras interacções enquanto a Incubadora está aberta.
PET_INFORMATION_STAGE1	Jovem
PET_INFORMATION_STAGE2	Selvagem
PET_INFORMATION_STAGE3	Corajoso
PET_INFORMATION_STAGE4	Heróico
PET_INFORMATION_STAGE5	Despertado
PET_INFORMATION_STAGE6	Poderoso
PET_INFO_CONQUEROR_ABILITIES_VALUE	+%0.1f%%
PET_INFO_CONQUEROR_BUTTON	Campeão
PET_INFO_CONQUEROR_EXP	EXP do nível de campeão atual: %s
PET_INFO_EXP	EXP atual: %s
PET_INFO_ITEM_EXP	EXP de item atual: %s
PET_INFO_NEXT_CONQUEROR_EXP	EXP de nível de campeão restante: %s
PET_INFO_NEXT_EXP	EXP restante: %s
PET_INFO_NEXT_ITEM_EXP	EXP de item restante: %s
PET_INFO_NORMAL_BUTTON	Normal
PET_INFO_POTENTIAL_BUTTON	Potencial
PET_INFO_POTENTIAL_LEFT_TIME	Tempo restante: %s
PET_INFO_POTENTIAL_SKILL	Potenciais habilidades
PET_INFO_SKILL_BUTTON	Habilidades de pet
PET_MSG_NOT_ENOUGH_MONEY	Não tens Yang suficiente.
PET_NAME_CHANGE_ACCEPT	Queres mudar o nome do teu pet para %s?
PET_NAME_MIN	O nome introduzido é demasiado curto.
PET_NOTICE_POTENTIAL_SKILL_EFFECT	A potencial habilidade %s está ativa.
PET_OPEN_POTENTIAL_SKILL_SLOT_1	O espaço da primeira potencial habilidade foi desbloqueado
PET_OPEN_POTENTIAL_SKILL_SLOT_2	O espaço da segunda potencial habilidade foi desbloqueado
PET_REGISTER_ANSWER_1	Confirmar
PET_REGISTER_ANSWER_2	Cancelar
PET_REGISTER_IN_POTENTIAL_SLOT_QUESTION_1	Queres selecionar este ovo de pet?
PET_REGISTER_IN_POTENTIAL_SLOT_QUESTION_2	Se selecionares o ovo, este será removido do teu inventário.
PET_REMOVE_POTENTIAL_SKILL_SUCCESS	A potencial habilidade %s foi removida.
PET_REVIVE_FAIL_EMPTY_PET_SLOT	Não há pet para ressuscitar.
PET_REVIVE_FAIL_NOT_ENOUGHT_MATERIAL	Não tens materiais suficientes.
PET_REVIVE_UI_MATERIAL_COUNT	%d/%d
PET_SKILL_DELETE_QUESTION_DLG_MSG	Habilidades estão agora disponíveis.
PET_SKILL_DELETE_QUESTION_DLG_MSG1	A reinicialização da(s) habilidade(s) do teu pet é um processo irreversível.
PET_SKILL_DELETE_QUESTION_DLG_MSG2	Queres continuar?
PET_SKILL_LEARN_FAIL_CONDITIONS	O teu pet não tem o nível necessário. Apenas pets Heróicos podem aprender habilidades.
PET_SKILL_LEARN_QUESTION_DLG_MSG	Queres começar o treino de herói com "%s"?
PET_SKILL_TOOLTIP_COOLTIME	Carregamento: %s segundos
PET_SKILL_TOOLTIP_DURATION	Duração: %d segundos
PET_SKILL_TOOLTIP_FEATHER	O pet tem %d%% de probabilidade de ativar Flutuar durante %.1f segundos.\n Ataque %d - %d	SAAAA
PET_SKILL_TOOLTIP_HEAL	Quando a tua VD desce para menos de 20%%, tens \n uma probabilidade de %d%% de aumentares a tua VD em %d.	SAA
PET_SKILL_TOOLTIP_INVINVIBILITY	A tua personagem tem uma probabilidade de %d%% de se tornar invencível\n quando a tua VD desce para menos de 10%%. \n Duração do efeito: %.1f segundos.	SAA
PET_SKILL_TOOLTIP_REMOVAL	Existe uma probabilidade de %d%% de remover imediatamente \n todos os efeitos como lentidão, envenenamento ou sangramento se\n a tua personagem estiver afectada.	SAN
PET_SKILL_UPGRADE_QUESTION_DLG_MSG1	Aumentar treino de herói para a próxima fase?
PET_SKILL_UPGRADE_QUESTION_DLG_MSG2	Custo: %s
PET_TOOLTIP_CONQUEROR_BLOCK_PENETRATE_PCT	Penetração de Bloqueio (%%): +%0.1f%% do valor total
PET_TOOLTIP_CONQUEROR_HIT_PCT	Precisão (%%): +%0.1f%%
PET_TOOLTIP_CONQUEROR_LEVEL_AND_LIFETIME	Nvl. C %d (%s)
PET_TOOLTIP_CONQUEROR_SUNGMA_MOVE	Vontade de Sung Ma (RES) (%%): +%0.1f%%
PET_TOOLTIP_COSTUME_BONUS	
PET_TOOLTIP_DEF	Defesa
PET_TOOLTIP_HP	VD
PET_TOOLTIP_LEVEL	Nível
PET_TOOLTIP_LIFETIME_OVER	Expirado
PET_TOOLTIP_POTENTIAL_SKILL	Potencial habilidade %s (%d)
PET_TOOLTIP_POTENTIAL_SKILL_REMAINING_TIME	Tempo restante: %s
PET_TOOLTIP_SKILL_BONUS_VALUE	em treino de herói
PET_TOOLTIP_SKILL_CUR_LEVEL	Nível: %d
PET_TOOLTIP_SKILL_NEXT_LEVEL	Próximo nível: %d (máx. %d)
PET_TOOLTIP_SP	MN
PET_TOOLTIP_TRADABLE	Negociável
PET_TOOLTUP_SKILL	%s (Fase %d)
PICK_ITEM_TITLE	Quantidade
PICK_MONEY_TITLE	Quantia
POPUP_MESSAGE_CLIENT_VERSION_NOT_MATCH	A tua sessão foi terminada porque a versão do teu cliente de jogo não corresponde à esperada. Atualiza-o e inicia sessão novamente.
POPUP_NOTICE_CHECKBOX_TEXT	Não mostrar novamente hoje
PREMIUM_MEMBERSHIP_CANNOT_ADD_TIME_MESSAGE	Não podes adicionar mais tempo.
PREMIUM_PRIVATE_ITEM_ADD_LIMIT_WON	Os itens que colocas à venda não podem exceder o valor total permitido.
PREMIUM_PRIVATE_ITEM_ADD_LIMIT_YANG	Os itens que colocas à venda não podem exceder o valor total permitido.
PREMIUM_PRIVATE_MODIFY_LIMIT_WON	O valor é superior a 3.000 Won. Recolhe o teu dinheiro agora.
PREMIUM_PRIVATE_MODIFY_LIMIT_YANG	O valor é superior a 2 biliões de Yang. Recolhe o teu dinheiro agora.
PREMIUM_PRIVATE_SHOP_CANNOT_OPEN_MAP	Não podes fazer isso neste mapa.
PREMIUM_PRIVATE_SHOP_CLOSE_QUESTIONG	Queres fechar a loja pessoal?
PREMIUM_PRIVATE_SHOP_DURATION	Duração: %s
PREMIUM_PRIVATE_SHOP_MODIFY_STATE_OPEN_FAIL	Neste momento a loja não está aberta porque está a ser gerida.
PREMIUM_PRIVATE_SHOP_NO_BUFF	Este botão é para a Loja Premium Pessoal. Tens de comprar uma na Loja para o usares.
PREMIUM_PRIVATE_SHOP_PASSWORD_DESC1	Introduz a palavra-passe
PREMIUM_PRIVATE_SHOP_PASSWORD_DESC2	para abrires a Loja Premium Pessoal.
PREMIUM_PRIVATE_SHOP_PASSWORD_TITLE	Palavra-Passe
PREMIUM_PRIVATE_SHOP_POSITION	%s (%d,%d) - CH-%d
PREMIUM_PRIVATE_SHOP_REJECT_BUFF_MESSAGE	Não podes adicionar mais tempo.
PREMIUM_PRIVATE_SHOP_USE_ITEM	Queres usar o item "Loja Premium Pessoal"?
PREMIUM_PRIVATE_TAX_ADJUSTMENT_LIMIT_WON	Não podes recolher o dinheiro porque ficarias com mais de 3.000 Won.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_LIMIT_YANG	Não podes recolher o dinheiro porque ficarias com mais de 2 biliões de Yang.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_NONE	Não há dinheiro por recolher.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_OVERFLOW_WON	Pagaste mais Won do que aquele que podes levantar.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_OVERFLOW_YANG	Pagaste mais Yang do que aquele que podes levantar.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_WRONG_INPUT	Não podes recolher o dinheiro porque o montante que introduziste é demasiado alto.
PRIVATESHOPSEARCH_ABLITY_POTION	Orvalho
PRIVATESHOPSEARCH_ACCESSORY_SOCKET	Tecido Fino
PRIVATESHOPSEARCH_ARMOR	Equipamentos
PRIVATESHOPSEARCH_ARROW	Flechas
PRIVATESHOPSEARCH_BELL	Campainhas
PRIVATESHOPSEARCH_BELT	Cintos
PRIVATESHOPSEARCH_BLEND	Poções
PRIVATESHOPSEARCH_BLOOD_PEARL	Pérola Vermelha
PRIVATESHOPSEARCH_BLUE_PEARL	Pérola Azul
PRIVATESHOPSEARCH_BODY	Armaduras
PRIVATESHOPSEARCH_BOW	Arcos
PRIVATESHOPSEARCH_BUYTIME	Queres comprar o item seleccionado?
PRIVATESHOPSEARCH_CLAW	Garras
PRIVATESHOPSEARCH_CLEAR_POTION	Elixires
PRIVATESHOPSEARCH_COSTUME	Disfarces
PRIVATESHOPSEARCH_COSTUMEBODY	Disfarces
PRIVATESHOPSEARCH_COSTUMEHAIR	Penteados
PRIVATESHOPSEARCH_COSTUME_ACCE	Faixas de Ombro
PRIVATESHOPSEARCH_COSTUME_MOUNT	Montada
PRIVATESHOPSEARCH_CRYSTAL	Cristal
PRIVATESHOPSEARCH_DAGGER	Adagas
PRIVATESHOPSEARCH_DEAD	Morto
PRIVATESHOPSEARCH_DETACHMENT	Manual da Pedra
PRIVATESHOPSEARCH_DIAMOND	Diamante
PRIVATESHOPSEARCH_DS	Alquimia de Pedra do Dragão
PRIVATESHOPSEARCH_DS_BLACK	Ónix
PRIVATESHOPSEARCH_DS_BLUE	Safira
PRIVATESHOPSEARCH_DS_GREEN	Jade
PRIVATESHOPSEARCH_DS_RED	Rubi
PRIVATESHOPSEARCH_DS_WHITE	Diamante
PRIVATESHOPSEARCH_DS_YELLOW	Granada
PRIVATESHOPSEARCH_EAR	Brincos
PRIVATESHOPSEARCH_FAN	Leques
PRIVATESHOPSEARCH_FISH	Peixes
PRIVATESHOPSEARCH_FOOTS	Sapatos
PRIVATESHOPSEARCH_GEM	Pedras Preciosas
PRIVATESHOPSEARCH_GIFTBOX	Caixas de Presente
PRIVATESHOPSEARCH_HEAD	Elmos
PRIVATESHOPSEARCH_LIVE	Vivo
PRIVATESHOPSEARCH_MATERIAL	Materiais
PRIVATESHOPSEARCH_METIN	Pedras Espíritas
PRIVATESHOPSEARCH_NECK	Colares
PRIVATESHOPSEARCH_NEED_ITEM_BUY	Não podes comprar quaisquer itens sem o pacote correcto.
PRIVATESHOPSEARCH_NEED_ITEM_FIND	Não podes procurar quaisquer itens sem o pacote correcto.
PRIVATESHOPSEARCH_NEED_ITEM_NAME	Pesquisar por nome
PRIVATESHOPSEARCH_NODELAY_POTION	Itens de VD
PRIVATESHOPSEARCH_ORE	Ferro
PRIVATESHOPSEARCH_PET	Sistema de Pets
PRIVATESHOPSEARCH_PETAGG	Ovos de Pet
PRIVATESHOPSEARCH_PETSKILLBOOK	Livros de Habilidade de Pet
PRIVATESHOPSEARCH_PICK	Picaretas
PRIVATESHOPSEARCH_POTION	Poções
PRIVATESHOPSEARCH_QUEST	Missão
PRIVATESHOPSEARCH_QUIVER	Aljavas
PRIVATESHOPSEARCH_RESOURCE	Melhoramento de Itens
PRIVATESHOPSEARCH_ROD	Canas de Pesca
PRIVATESHOPSEARCH_SELECTITEM	Seleciona um item.
PRIVATESHOPSEARCH_SHIELD	Escudos
PRIVATESHOPSEARCH_SKILLBOOK	Livros de Habilidades
PRIVATESHOPSEARCH_SKILLFORGET	Livros da Amnésia
PRIVATESHOPSEARCH_SPECIAL	Miscelânea
PRIVATESHOPSEARCH_STONE	Fragmentos de Energia
PRIVATESHOPSEARCH_SWORD	Espadas de 1 Mão
PRIVATESHOPSEARCH_TREASUREBOX	Cofres
PRIVATESHOPSEARCH_TUNING	Pergaminhos
PRIVATESHOPSEARCH_TWOSWORD	Espadas de 2 Mãos
PRIVATESHOPSEARCH_UNIQUE	Únicos
PRIVATESHOPSEARCH_USEITEM	Consumíveis
PRIVATESHOPSEARCH_USESPECIAL	Miscelânea
PRIVATESHOPSEARCH_WEAPON	Armas
PRIVATESHOPSEARCH_WHITE_PEARL	Pérola Branca
PRIVATESHOPSEARCH_WRIST	Pulseiras
PRIVATE_SHOP_BUILD_BANNED_ZONE	Não podes abrir uma loja neste local.
PRIVATE_SHOP_CANNOT_SELL_ITEM	Não podes vender este Item numa Loja Privada.
PRIVATE_SHOP_CHECK_CHANGE_ITEM_COUNT	O número de bens na tua loja pessoal mudou.\nConfirma se esse número corresponde àquele que desejas.
PRIVATE_SHOP_CLOSE_QUESTION	Queres fechar a Loja Privada?
PRIVATE_SHOP_INPUT_NAME_DIALOG_TITLE	Nome da Loja Privada.
PRIVATE_SHOP_INPUT_PRICE_DIALOG_TITLE	Preço
PRIVATE_SHOP_MAP_EXIT_BUTTON	Sair
PRIVATE_SHOP_MAP_EXIT_QUESTION	Queres sair daqui?
PRIVATE_SHOP_NEED_MONEY	Pesquisar por preço
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_FOUND	Nenhum resultado encontrado.
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_SELECTED	Seleciona um item para pesquisares.
PRIV_EMPIRE_NOTICE_EXP_PCT	A EXP obtida é %s%% superior ao normal.
PRIV_EMPIRE_NOTICE_GOLD10_DROP	A probabilidade de chuva de Yang é %s%% superior ao normal.
PRIV_EMPIRE_NOTICE_GOLD_DROP	A probabilidade de queda de Yang é %s%% superior ao normal.
PRIV_EMPIRE_NOTICE_ITEM_DROP	A probabilidade de queda de itens é %s%% superior ao normal.
PVP_LEVEL0	Cavaleiro
PVP_LEVEL1	Nobre
PVP_LEVEL2	Bom
PVP_LEVEL3	Amigável
PVP_LEVEL4	Neutro
PVP_LEVEL5	Agressivo
PVP_LEVEL6	Fraudulento
PVP_LEVEL7	Malicioso
PVP_LEVEL8	Cruel
PVP_MODE_GUILD	PvP - Modo Guild activado.
PVP_MODE_KILL	PvP - Modo Livre activado.
PVP_MODE_NORMAL	PvP - Modo Paz activado.
PVP_MODE_PROTECT	PvP - Modo Protecção activado.
PVP_MODE_REVENGE	PvP - Modo Hostil activado.
PVP_OPTION_KILL	Livre
PVP_OPTION_NORMAL	Paz
PVP_OPTION_PROTECT	Protecção
PVP_OPTION_REVENGE	Hostil
PVP_TOURNAMENT_DO_NOT_AUTO	Não podes usar "Atacar Automaticamente" durante o torneio de PvP.
QUESTION_DIALOG_WITH_CHECK_BOX_CHECK_DESC	Não perguntar novamente
QUEST_APPEND	Nova Aventura adquirida.
QUEST_HOUR	Hora(s)
QUEST_MIN	Min.
QUEST_SEC	Seg.
QUEST_TIMEOVER	Acabou o Tempo
QUEST_UNLIMITED_TIME	Sem Tempo Limite
QUEST_ZEROSEC	0 Seg.
QUICKSLOT_REGISTER_DISABLE_ITEM	Este Item não pode ser adicionado ao campo de Acesso Rápido.
RAMADAN_EVENT_BREAD_MAX_COUNT	Já atingiste a quantidade máxima de Pão.
RAMADAN_EVENT_FIG_MAX_COUNT	Já atingiste a quantidade máxima de Fruta da Bênção.
RAMADAN_EVENT_GET_BREAD	Recebeste 1 Pão.
RAMADAN_EVENT_GET_FIG	Recebeste 1 Fruta da Bênção.
RAMADAN_EVENT_NOT_ENOUGH_BREAD	Precisas de mais 10 unidades de Pão.
RANKING	Posição
RANKING_BOARD_MEMBER	Membro
RECEIVE_MESSAGE	%s enviou-te uma mensagem.
REFINE_COST	Custos do melhoramento: %d Yang
REFINE_DESTROY_WARNING	Este Item pode ser destruído enquanto é melhorado.
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_1	Queres mesmo melhorar este item?
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_2	Se falhares, o item será destruído. Queres continuar?
REFINE_DOWN_GRADE_WARNING	O Item pode ser piorado desta forma.
REFINE_DO_YOU_SEPARATE_METIN	Queres mesmo retirar todas as Pedras Espíritas disponíveis?
REFINE_ELEMENT_CHANGE_TEXT	%s tem agora o elemento %s!
REFINE_ELEMENT_DOWNGRADE_TEXT	O nível do feitiço elemental foi reduzido.
REFINE_ELEMENT_EXIST	O item já tem outro elemento.
REFINE_ELEMENT_GRADE_MAX	Já foi atingido o nível máximo de feitiço elemental.
REFINE_ELEMENT_NOT_ENOUGHT_GRADE	O feitiço elemental está disponível apenas para armas +7 ou acima.
REFINE_ELEMENT_NOT_ENOUGHT_YANG	Yang insuficiente.
REFINE_ELEMENT_NOT_EXSIT	Não pode ser usado com este item.
REFINE_ELEMENT_TEXT_DARK	Trevas +%d
REFINE_ELEMENT_TEXT_EARTH	Terra +%d
REFINE_ELEMENT_TEXT_ELECT	Raios +%d
REFINE_ELEMENT_TEXT_FIRE	Fogo +%d
REFINE_ELEMENT_TEXT_ICE	Gelo +%d
REFINE_ELEMENT_TEXT_WIND	Vento +%d
REFINE_ELEMENT_UPGRADE_FAIL_TEXT	O feitiço elemental falhou.
REFINE_ELEMENT_UPGRADE_SUCCESS_TEXT	O feitiço elemental foi bem-sucedido!
REFINE_FAILURE	Oh não, não funcionou! Falhámos.
REFINE_FAILURE_CAN_NOT_ATTACH0	Não podes incluir %s nesse Item.
REFINE_FAILURE_DEL_ITEM	A refinação falhou. O item foi destruído.
REFINE_FAILURE_EQUIP_ITEM	Não podes melhorar um Item equipado.
REFINE_FAILURE_GEM_SELECT_WINDOW_OPENED	Não podes usar Pedras Espíritas enquanto esta janela estiver aberta.
REFINE_FAILURE_GRADE_DOWN	A refinação falhou. O grau do item foi reduzido.
REFINE_FAILURE_KEEP_GRADE	A refinação falhou.\nFelizmente, o item saiu ileso.
REFINE_FAILURE_METIN_INSEPARABLE_ITEM	Não existem Pedras Espíritas que possam ser retiradas.
REFINE_FAILURE_NEED_BETTER_SCROLL	Precisas de um tipo de Pergaminho diferente.
REFINE_FAILURE_NO_GOLD_SOCKET	Não existe Socket para se adicionar %s.
REFINE_FAILURE_NO_MORE_REINFORCE	Não podes reforçar mais isso.
REFINE_FAILURE_NO_MORE_SOCKET	Não podes abrir mais Sockets.
REFINE_FAILURE_NO_SOCKET0	Não existe Socket para adicionar %s.
REFINE_FAILURE_SOCKET_DISABLE_ITEM	Não podes criar nenhum Socket neste item.
REFINE_FAILURE_UPGRADE_DISABLE_ITEM	Este Item não pode ser melhorado.
REFINE_POPUP_NO_DOWNGRADE_MESSAGE	O item melhorado não pode ser destruído e não é possível reduzir o nível.
REFINE_QUESTION_CONFIRM	Queres continuar?
REFINE_QUESTION_WARNING_DOWN_GRADE_AND_REFIX_REMOVE	Se o melhoramento falhar, o nível descerá para um valor inferior ao mínimo necessário para bónus de conjunto, removendo assim esse efeito.
REFINE_QUESTION_WARNING_PREFIX_REMOVE	Se melhorares o item, o efeito de conjunto será removido.
REFINE_SUCCESS	O melhoramento do Item foi bem sucedido!
REFINE_SUCCESS_PROBALITY	Probabilidade de Melhorar %d%%
REFINE_WARNING2	Queres continuar com o melhoramento?
REPURCHASE_SHOP_CHEQUE_SYSTEM_SELL_PRICE	[Preço]
REPURCHASE_SHOP_DO_YOU_BUY_ITEM_1	%s
REPURCHASE_SHOP_DO_YOU_BUY_ITEM_2	%s x%s
REPURCHASE_SHOP_DO_YOU_BUY_ITEM_3	Queres comprar por %s?
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_1	1. Os itens vendidos ao comerciante serão adicionados à lista de Recompra.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_2	2. Clica num item da lista para o comprares de volta.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_3	3. A lista é esvaziada quando viajas para outra região, terminas sessão ou mudas de personagem.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_4	4. Se a lista estiver cheia e venderes outro item, o item que vendeste há mais tempo é removido da lista.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_5	5. Os itens com duração são removidos da lista se o seu tempo restante expirar.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_6	6. Se excederes um determinado número de recompras, precisas de esperar algum tempo antes de poderes recomprar outro item.
REPURCHASE_SHOP_HELP_TOOLTIP_TITLE	Recompra
REPURCHASE_SHOP_INVALID_ITEM	Este item não está na lista de recompra.
REPURCHASE_SHOP_NOT_ENOUGH_COOLDOWN	Tenta novamente mais tarde.
REPURCHASE_SHOP_NOT_ENOUGH_INVENTORY	Não tens espaço suficiente no inventário.
REPURCHASE_SHOP_NOT_ENOUGH_YANG	Não tens Yang suficiente.
REQUEST_DROP_ITEM_DONT_DROP	Não podes deitar fora este item.
REQUEST_DROP_ITEM_TRY_AGAIN_LATER	Tenta novamente mais tarde.
RESTART_HERE_BUTTON_TEXT_SUNGMAHEE_GATE	Ressurreição
RESTART_POPUP_GIVEUP_ELEMENTAL_DUNGEON	Morreste. \nRegressa do Domínio Elemental!
RESTART_POPUP_GIVEUP_GOLDEN_LAND_STAGE	Se morreres, serás transportado de volta para a Terra do Ouro.\n\n Dica: se usares um Bilhete Antibombas, podes evitar morrer devido a uma Torre de Bombas.\n
RESTART_POPUP_GIVEUP_MIST_ISLAND	Derrotaram-te na Batalha dos Cinco Santuários.\nRegressarás agora à vila.
RESTART_POPUP_GIVEUP_OTHER_WORLD_DUNGEON	A tua personagem morreu. \nSerás transportado para a cidade em breve.
RESTART_POPUP_GIVEUP_SUNGMAHEE_TOWER	Uma amarga derrota! A tua aventura termina aqui.
RESTART_POPUP_RESTART_HERE_SUNGMAHEE_GATE	Podes ressuscitar no mesmo local com um reforço ativo de Flor da Tempestade ou do Poder.\n\nCaso contrário, ressuscitas num local aleatório nesta área.
REVIVE_QUESTION	Queres ressuscitar %s? Quantidade de Prismas Ressuscitadores: %d
REVIVE_SELF_QUESTION	Queres ressuscitar-te a ti mesmo? Quantidade de Prismas Ressuscitadores: %d
ROULETTE_REWARD_TEXT	Recolher Item
SAFEBOX_ERROR	Inseriste a palavra-passe errada.
SAFEBOX_NEED_CHANGE_PASSWORD	A tua palavra-passe expirou.\nPor favor escolhe uma nova.
SAFEBOX_SELL_DISABLE_SAFEITEM	Não podes vender nenhum dos Itens guardados.
SAFEBOX_UNAVILABLE_PASSWORD_01	Não podes usar esta palavra-passe.
SAFEBOX_UNAVILABLE_PASSWORD_02	A tua palavra-passe deve ser composta por pelo menos %d caracteres.
SAFEBOX_UNAVILABLE_PASSWORD_03	Introduziste a tua palavra-passe actual. Por favor escolhe uma nova.
SAFEBOX_UNAVILABLE_PASSWORD_04	A tua palavra-passe não pode conter %d números idênticos ou consecutivos.
SAFEBOX_UNAVILABLE_PASSWORD_05	Não são permitidos caracteres especiais. Caracteres permitidos: a-z, A-Z, 0-9
SAFEBOX_WRONG_PASSWORD	As palavras-passe têm de ser idênticas.
SCREENSHOT_SAVE1	está gravado em
SCREENSHOT_SAVE2	Pasta Screenshot
SCREENSHOT_SAVE_FAILURE	Erro a gravar o Screenshot.
SEAL_SCROLL_USE_SUCCESS	O vínculo de %s foi concluído com sucesso.
SECOND	Seg
SECOND_CONFIRM_PET_FEED_QUESTION_1	O teu item tem %d ou mais bónus.
SECOND_CONFIRM_PET_FEED_QUESTION_2	Tens a certeza que pretendes alimentar o teu pet com isto?
SECOND_CONFIRM_SELL_ITEM_QUESTION_1	O teu item tem %d ou mais bónus.
SECOND_CONFIRM_SELL_ITEM_QUESTION_2	Tens a certeza que pretendes vender?
SECRET_DUNGEON_CREATE_REWARD_IMPOSSIBLE	Queres entrar no Templo do Enigma?\nNão podes receber mais recompensas diárias. (Tempo restante: %s)
